nsn,fsc,niin,nomenclature,inc,sos,cancelled,cancelled_niin,amc,amsc,aac,competable,competability_notes,unit_price,ui,slc,ciic,dmil,hmic,hcc,crit_cd,approved_cage,approved_part,cage_company,cage_city,cage_state,cage_status,vendor_name,contact_name,contact_email,contact_phone,website,is_small_business,is_woman_owned,is_veteran_owned,qty,delivery_days,solicitation,purchase_request,source_file
4820-01-680-8374,4820,016808374,"VALVE,BALL",20962,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,79227,0792507,WATTS REGULATOR COMPANY,NORTH ANDOVER,MA,A,,,,,,,,,,,,,as260723.txt
4820-01-680-8374,4820,016808374,"VALVE,BALL",20962,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,79227,LFFBV-TH 3/4,WATTS REGULATOR COMPANY,NORTH ANDOVER,MA,A,,,,,,,,,,,,,as260723.txt
4820-01-685-8620,4820,016858620,"BODY,VALVE",36422,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,16780,21216,EATON AEROSPACE LLC,GLENOLDEN,PA,A,,,,,,,,,,,,,as260723.txt
4820-01-685-8620,4820,016858620,"BODY,VALVE",36422,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,78286,21216,SIKORSKY AIRCRAFT CORPORATION DBA SIKORSKY AIRCRAFT CORP,STRATFORD,CT,A,,,,,,,,,,,,,as260723.txt
4820-01-692-0725,4820,016920725,"VALVE,FLOW CONTROL",45506,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1QP40,507874-7,W & O SUPPLY INC,VIRGINIA BEACH,VA,A,,,,,,,,,,,,,as260723.txt
4820-01-692-0725,4820,016920725,"VALVE,FLOW CONTROL",45506,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1QP40,AV50784-7,W & O SUPPLY INC,VIRGINIA BEACH,VA,A,,,,,,,,,,,,,as260723.txt
4820-01-696-9162,4820,016969162,VALVE ASSEMBLY,46201,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,7KXG7,401000-110NT8QT/G002,BRAY INTERNATIONAL INC,HOUSTON,TX,A,,,,,,,,,,,,,as260723.txt
4820-01-708-3975,4820,017083975,"PARTS KIT,GLOBE VALVE",34900,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,86184,2514603G,GRISWOLD INDUSTRIES DBA CLA-VAL CO,COSTA MESA,CA,A,GRISWOLD INDUSTRIES,CHAD JOHNSTON,cjohnston@cla-val.com,9497224955,http://www.cla-val.com/,f,f,f,,,,,as260723.txt
4820-01-718-3585,4820,017183585,"VALVE,BALL",20962,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,11284,93843,RITCHIE ENGINEERING CO INC,MINNEAPOLIS,MN,A,,,,,,,,,,,,,as260723.txt
4820-01-723-7645,4820,017237645,"VALVE ASSEMBLY,MANIFOLD",46202,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0B9E8,70A006-13,ENVIRO SYSTEMS INC,SEMINOLE,OK,A,,,,,,,,,,,,,as260723.txt
4820-01-734-2874,4820,017342874,"REPAIR KIT,VALVE",46566,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,11859,165-0490,"HUNT VALVE COMPANY, INC.",SALEM,OH,A,,,,,,,,,,,,,as260723.txt
4820-01-735-9106,4820,017359106,"REPAIR KIT,VALVE",46566,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,86184,9454710G,GRISWOLD INDUSTRIES DBA CLA-VAL CO,COSTA MESA,CA,A,GRISWOLD INDUSTRIES,CHAD JOHNSTON,cjohnston@cla-val.com,9497224955,http://www.cla-val.com/,f,f,f,,,,,as260723.txt
4820-12-414-1592,4820,124141592,,,,false,,,,,unknown,No MOE rule,,,,,,,,,12361,04156727,GROVE U.S. LLC DBA GROVE US LLC,SHADY GROVE,PA,A,,,,,,,,,,,,,as260723.txt
4820-99-555-2594,4820,995552594,,,,false,,,,,unknown,No MOE rule,,,,,,,,,KH207,C032F07S991099N,PARKER HANNIFIN (UK) LTD,DERBY,,A,,,,,,,,,,,,,as260723.txt
4910-00-724-2172,4910,007242172,"STAND,VEHICLE SUPPORT",37765,SMS,true,008698058 010746665 011362473,,,,unknown,No MOE rule,$392.33,PR,0,U,,,,,92398,TMV10T,CENTRAL CITY MANUFACTURING INC,CENTRAL CITY,IA,A,CENTRAL CITY MANUFACTURING INC,KEVIN DUDLEY,kevin@centralcitymfg.com,8884383031,https://www.centralcitymfg.com,f,f,t,,,,,as260723.txt
4910-00-808-3372,4910,008083372,"STAND,MAINTENANCE,AUTOMOTIVE ENG",06645,SMS,true,005630720 007065590 009428555,,,,unknown,No MOE rule,"$10,249.54",EA,0,U,,,,,75Q65,2CF940,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
4910-00-808-3372,4910,008083372,"STAND,MAINTENANCE,AUTOMOTIVE ENG",06645,SMS,true,005630720 007065590 009428555,,,,unknown,No MOE rule,"$10,249.54",EA,0,U,,,,,F0742,J29109,DELPHI FRANCE SAS,LA GARENNE-COLOMBES,,R,,,,,,,,,,,,,as260723.txt
4910-01-180-2646,4910,011802646,"TOOL,LAPPING CYLIND",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,7PZX0,P12612718,"FAIRBANKS MORSE, LLC",BELOIT,WI,A,,,,,,,,,,,,,as260723.txt
4910-01-180-2647,4910,011802647,"DISMANTLING TOOL,CYLINDER LINER",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,7PZX0,P12612723,"FAIRBANKS MORSE, LLC",BELOIT,WI,A,,,,,,,,,,,,,as260723.txt
4910-01-180-2650,4910,011802650,"TOOL,DISMANTELING C",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,7PZX0,P12612780,"FAIRBANKS MORSE, LLC",BELOIT,WI,A,,,,,,,,,,,,,as260723.txt
4910-01-372-0127,4910,013720127,"REEL AND HOSE ASSEMBLY,WATER DIS",20441,SMS,true,013124474,,,,unknown,No MOE rule,,,,,,,,,28381,TSH-N-4100,COXWELLS INC DBA COXREELS,TEMPE,AZ,A,,,,,,,,,,,,,as260723.txt
4910-01-372-0127,4910,013720127,"REEL AND HOSE ASSEMBLY,WATER DIS",20441,SMS,true,013124474,,,,unknown,No MOE rule,,,,,,,,,39428,5320K76,MCMASTER-CARR SUPPLY CO,ELMHURST,IL,A,,,,,,,,,,,,,as260723.txt
4920-01-552-2673,4920,015522673,"FIXTURE,AIRCRAFT MAINTENANCE",37261,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,74703,3403210-1,LOCKHEED MARTIN AERONAUTICAL SYSTEMS SUPPORT COMPANY DBA LMASSC,MARIETTA,GA,A,,,,,,,,,,,,,as260723.txt
4920-01-552-2673,4920,015522673,"FIXTURE,AIRCRAFT MAINTENANCE",37261,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,98897,3403210-1,LOCKHEED MARTIN CORP DIV LOCKHEED MARTIN AERONAUTICS COMPANY,MARIETTA,GA,A,,,,,,,,,,,,,as260723.txt
4920-01-571-2414,4920,015712414,"ELBOW,AIRCRAFT,MATE",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,30780,3/4CD45-SS,PARKER-HANNIFIN CORPORATION DBA PNEUTRONICS DIV TUBE FITTINGS DIVISION,COLUMBUS,OH,A,,,,,,,,,,,,,as260723.txt
4920-01-572-6522,4920,015726522,"CONNECTOR,PLUG,ELEC",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,77820,10-248369-10P,AMPHENOL CORP DIV AMPHENOL AEROSPACE OPERATIONS,SIDNEY,NY,A,,,,,,,,,,,,,as260723.txt
4920-01-646-0680,4920,016460680,PRESSURE TRANSDUCER,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56529,3100B150PS04CHI1,"HYDRAULICS INTERNATIONAL, INC. DBA HYDRAULICS INTERNATIONAL INC",CHATSWORTH,CA,A,,,,,,,,,,,,,as260723.txt
4920-01-652-5911,4920,016525911,"ADAPTER ASSEMBLY,INTERFACE DEVIC",51091,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1RWE7,179192-1,"DRS NETWORK & IMAGING SYSTEMS, LLC DBA DRS TECHNOLOGIES",MELBOURNE,FL,A,,,,,,,,,,,,,as260723.txt
4920-01-652-5911,4920,016525911,"ADAPTER ASSEMBLY,INTERFACE DEVIC",51091,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,5TWH2,179192-1,"ACE ELECTRONICS DEFENSE SYSTEMS, LLC DBA ACE ELECTRONICS DEFENSE SYSTEMS LLC",ABERDEEN PROVING GROUND,MD,A,,,,,,,,,,,,,as260723.txt
4920-01-717-6281,4920,017176281,"TESTING MACHINE,ELECTROMECHANICA",46750,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,78286,70108-28901-101,SIKORSKY AIRCRAFT CORPORATION DBA SIKORSKY AIRCRAFT CORP,STRATFORD,CT,A,,,,,,,,,,,,,as260723.txt
4921-01-382-9780,4921,013829780,"INSRET TOOL,RECEPTACLE O-RING",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,05825,BA38897-04,O T S I,MENTOR,OH,A,,,,,,,,,,,,,as260723.txt
4921-01-382-9780,4921,013829780,"INSRET TOOL,RECEPTACLE O-RING",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0F1X1,BA38897-04,"ORDNANCE TECHNOLOGY SERVICE, INC.",CONCORD TOWNSHIP,OH,A,"ORDNANCE TECHNOLOGY SERVICE, INC.",ASHLEY HAINES,ahaines@ORDTECH.COM,4402050677,www.ordtech.com,f,f,f,,,,,as260723.txt
4921-01-382-9780,4921,013829780,"INSRET TOOL,RECEPTACLE O-RING",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,5Z638,BA38897-04,KAISER SPECIALTY INC,MENTOR,OH,A,,,,,,,,,,,,,as260723.txt
4921-01-382-9786,4921,013829786,"INSERT TOOL,RECEPTACLE O-RING",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,05825,BA38897-02,O T S I,MENTOR,OH,A,,,,,,,,,,,,,as260723.txt
4921-01-382-9786,4921,013829786,"INSERT TOOL,RECEPTACLE O-RING",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0F1X1,BA38897-02,"ORDNANCE TECHNOLOGY SERVICE, INC.",CONCORD TOWNSHIP,OH,A,"ORDNANCE TECHNOLOGY SERVICE, INC.",ASHLEY HAINES,ahaines@ORDTECH.COM,4402050677,www.ordtech.com,f,f,f,,,,,as260723.txt
4921-01-382-9786,4921,013829786,"INSERT TOOL,RECEPTACLE O-RING",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,5Z638,BA38897-02,KAISER SPECIALTY INC,MENTOR,OH,A,,,,,,,,,,,,,as260723.txt
4930-01-166-8303,4930,011668303,"NOZZLE,EDUCTOR",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,25567,8612-A,THE GORMAN-RUPP COMPANY DIV GORMAN-RUPP,MANSFIELD,OH,A,,,,,,,,,,,,,as260723.txt
4930-01-166-8303,4930,011668303,"NOZZLE,EDUCTOR",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,2BA630,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
4930-01-223-3730,4930,012233730,"PUMP,LUBRICANT TRANSFER",03226,SMS,true,013635351,,,,unknown,No MOE rule,,,,,,,,,06WJ9,402201,SAMSON CORP,SWANNANOA,NC,A,,,,,,,,,,,,,as260723.txt
4930-01-223-3730,4930,012233730,"PUMP,LUBRICANT TRANSFER",03226,SMS,true,013635351,,,,unknown,No MOE rule,,,,,,,,,1JZ80,1151-014,BALCRANK PRODUCTS INC,WEAVERVILLE,NC,A,,,,,,,,,,,,,as260723.txt
4930-01-223-3730,4930,012233730,"PUMP,LUBRICANT TRANSFER",03226,SMS,true,013635351,,,,unknown,No MOE rule,,,,,,,,,25980,222069,GRACO INC.,MINNEAPOLIS,MN,Y,,,,,,,,,,,,,as260723.txt
4930-01-223-3730,4930,012233730,"PUMP,LUBRICANT TRANSFER",03226,SMS,true,013635351,,,,unknown,No MOE rule,,,,,,,,,7STY8,402201,"NAUTIC-SPORT, INC. DBA NAUTIC SPORT INC",LAKELAND,FL,A,"NAUTIC-SPORT, INC.",PATRICK CROCK,nautic.sport.inc@gmail.com,8635815336,,t,t,f,,,,,as260723.txt
4930-01-223-3730,4930,012233730,"PUMP,LUBRICANT TRANSFER",03226,SMS,true,013635351,,,,unknown,No MOE rule,,,,,,,,,87267,7705,GROVER SMITH MFG CORP DBA GROVER MANUFACTURING CORP,MONTEBELLO,CA,A,,,,,,,,,,,,,as260723.txt
4930-01-429-9930,4930,014299930,"PARTS KIT,LUBRICATOR",34922,SMS,true,006240334,,,,unknown,No MOE rule,,,,,,,,,18925,PS801P,PARKER-HANNIFIN CORPORATION DBA PNEUTRONICS DIV PNEUMATIC DIVISION,RICHLAND,MI,A,,,,,,,,,,,,,as260723.txt
4930-01-680-1772,4930,016801772,"VENT UNIT,RELIEF",35932,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1YFX5,GTA-V-ASY-F-QD,"GTA CONTAINERS, LLC",SOUTH BEND,IN,A,"GTA CONTAINERS, LLC",STEPHEN ZWAHLEN,szwahlen@gtacontainers.com,7038686644,https://www.gtacontainers.com/,f,f,f,,,,,as260723.txt
4933-01-536-1230,4933,015361230,"SUPPORT,BORESCOPE TUBE",22186,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,052B7,PXTM626060FG,WAYGATE TECHNOLOGIES USA LP DBA GE INSPECTION TECHNOLOGIES LP,SKANEATELES,NY,A,,,,,,,,,,,,,as260723.txt
4940-00-223-8973,4940,002238973,"GUN,AIR BLOW",05657,SMS,true,002627535,1,R,,true,"Competitive, restrictive terms",$11.93,EA,0,U,A,N,,X,54214,53025,BOWES MFG INC,BEDFORD,OH,A,,,,,,,,,,,,,as260723.txt
4940-00-223-8973,4940,002238973,"GUN,AIR BLOW",05657,SMS,true,002627535,1,R,,true,"Competitive, restrictive terms",$11.93,EA,0,U,A,N,,X,94894,120,"MILTON INDUSTRIES, INC",CHICAGO,IL,A,"MILTON INDUSTRIES, INC",ABELARDO AFABLE,AbeAfable@miltonindustries.com,7739045857,https://www.miltonindustries.com,f,f,f,,,,,as260723.txt
4940-01-457-1936,4940,014571936,"SPRAY GUN,PAINT",05692,SMS,true,014398326 014571929 014571937 014573389 014573425,,,,unknown,No MOE rule,,,,,,,,,40811,DT-3000 (1412),SMITH EASTERN CORP DIV AIRVERTER,JESSUP,MD,A,,,,,,,,,,,,,as260723.txt
4940-01-660-1113,4940,016601113,"REEL ASSEMBLY,HOSE",37806,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56529,130009-215,"HYDRAULICS INTERNATIONAL, INC. DBA HYDRAULICS INTERNATIONAL INC",CHATSWORTH,CA,A,,,,,,,,,,,,,as260723.txt
4940-01-687-7467,4940,016877467,SERVICE KIT,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,52213,RAMPRO-SVC-KIT,GOODWAY TECHNOLOGIES CORPORATION DBA GOODWAY TECHNOLOGIES CORP,STAMFORD,CT,A,GOODWAY TECHNOLOGIES CORPORATION,MICHAEL DONOVAN,mdonovan@goodway.com,2035366150,www.goodway.com,f,f,f,,,,,as260723.txt
4940-01-716-9085,4940,017169085,PLATFORM LIFT,40075,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,07QY8,708-1137-002,"AIR METHODS, LLC",GREENWOOD VILLAGE,CO,A,,,,,,,,,,,,,as260723.txt
5110-01-575-9152,5110,015759152,"REAMER,DRILL",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,070Q8,3854AS400-1,QUALITY CARBIDE TOOL INC.,BENSENVILLE,IL,A,,,,,,,,,,,,,as260723.txt
5110-01-575-9152,5110,015759152,"REAMER,DRILL",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,09LS9,3854AS400-1,STERLING CARBIDE INC,CHINO,CA,A,,,,,,,,,,,,,as260723.txt
5110-01-575-9152,5110,015759152,"REAMER,DRILL",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,52369,3854AS400-1,UNITED DRILL BUSHING CORPORATION DBA UNITED DRILL BUSHING CORP,DOWNEY,CA,A,UNITED DRILL BUSHING CORPORATION,GERARDO ZAMUDIO,jerry@udbcorp.com,5628031521,https://www.ucc-udb.com,f,f,f,,,,,as260723.txt
5110-01-575-9152,5110,015759152,"REAMER,DRILL",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,9W326,3854AS400-1,SPENRO INDUSTRIAL SUPPLY CO. DBA SPENRO INDUSTRIAL SUPPLY CO,FORT WORTH,TX,A,SPENRO INDUSTRIAL SUPPLY CO.,ROBERT THRASHER,robertT@spenro.com,8175667440,http://www.spenro.com,f,f,f,,,,,as260723.txt
5120-01-163-4884,5120,011634884,"INSERTER,BEARING AND BUSHING",35961,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56161,10512288,GENERAL DYNAMICS LAND SYSTEMS CANADACORP,LONDON,ON,A,,,,,,,,,,,,,as260723.txt
5120-01-306-8263,5120,013068263,"EXPANDER,BOOT SPLIN",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0YBF0,16A14268L1-25,"AMERICAN VALLEY AVIATION, INC. DBA AMERICAN VALLEY AVIATION INC",QUINCY,CA,A,"AMERICAN VALLEY AVIATION, INC.",ROBERT FARINSKY,bfarinsky@avamro.net,5302837222,http://www.avamro.net/,f,f,f,,,,,as260723.txt
5120-01-306-8263,5120,013068263,"EXPANDER,BOOT SPLIN",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,3CUQ0,16A14268L1-25,LOCKHEED MARTIN CORPORATION DBA LOCKHEED MARTIN DIV ROTARY AND MISSION SYSTEMS,FORT WORTH,TX,A,,,,,,,,,,,,,as260723.txt
5120-01-306-8263,5120,013068263,"EXPANDER,BOOT SPLIN",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,81755,16A14268L1-25,LOCKHEED MARTIN CORPORATION DIV LOCKHEED MARTIN AERONAUTICS COMPANY,FORT WORTH,TX,A,,,,,,,,,,,,,as260723.txt
5120-01-690-9810,5120,016909810,"WRENCH ASSEMBLY,INTERCHANGEABLE",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,82152,60875-101,"FISICA APPLIED TECHNOLOGIES, INC. DIV DATRON ADVANCED TECHNOLOGIES",SIMI VALLEY,CA,A,,,,,,,,,,,,,as260723.txt
5120-15-003-1601,5120,150031601,,,,false,,,,,unknown,No MOE rule,,,,,,,,,A4249,99366198,IVECO DEFENCE VEHICLES S.P.A.,BOLZANO,BZ,A,,,,,,,,,,,,,as260723.txt
5220-01-289-6319,5220,012896319,"FIXTURE,CALIBRATION",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,05606,152D5256,"GENERAL DYNAMICS-OTS, INC. DIV ORDNANCE AND TACTICAL SYSTEMS",COLCHESTER,VT,A,,,,,,,,,,,,,as260723.txt
5220-01-289-6319,5220,012896319,"FIXTURE,CALIBRATION",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,05606,217F991,"GENERAL DYNAMICS-OTS, INC. DIV ORDNANCE AND TACTICAL SYSTEMS",COLCHESTER,VT,A,,,,,,,,,,,,,as260723.txt
5305-00-769-2244,5305,007692244,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,$2.92,EA,0,U,,,,,75Q65,3HD484,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
5305-01-155-0063,5305,011550063,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56161,10501627,GENERAL DYNAMICS LAND SYSTEMS CANADACORP,LONDON,ON,A,,,,,,,,,,,,,as260723.txt
5305-01-168-8958,5305,011688958,SCREW,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,60248,7012606012,AMERICAN VULKAN CORPORATION DBA VULKAN CORP,WINTER HAVEN,FL,A,,,,,,,,,,,,,as260723.txt
5305-01-213-5026,5305,012135026,SCREW,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,62983,161736,"EATON AEROSPACE, LLC DBA JACKSON SOUTH",JACKSON,MS,A,,,,,,,,,,,,,as260723.txt
5305-01-272-0662,5305,012720662,"SCREW,MACHINE",06657,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,34914,991 0638,HIAB USA INC,PERRYSBURG,OH,A,,,,,,,,,,,,,as260723.txt
5305-01-274-5570,5305,012745570,"SCREW,MACHINE",06657,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,17454,772A125-011,TIMKEN GEARS & SERVICES INC. DBA PHILADELPHIA GEAR DIV TIMKEN POWER SYSTEMS,KING OF PRUSSIA,PA,A,,,,,,,,,,,,,as260723.txt
5305-01-342-5584,5305,013425584,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,58051,SH-1420 X 12,ADAMS RITE MFG. CO.,POMONA,CA,A,,,,,,,,,,,,,as260723.txt
5305-01-507-7855,5305,015077855,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0EYA6,H73918-01-4-3,"DEFENSE MARITIME SOLUTIONS, INC.",CHESAPEAKE,VA,A,,,,,,,,,,,,,as260723.txt
5305-01-508-9377,5305,015089377,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0EYA6,H73918-01-7-3,"DEFENSE MARITIME SOLUTIONS, INC.",CHESAPEAKE,VA,A,,,,,,,,,,,,,as260723.txt
5305-01-510-0850,5305,015100850,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0B8S3,3093826,CUMMINS INC,MEMPHIS,TN,A,,,,,,,,,,,,,as260723.txt
5305-01-519-8847,5305,015198847,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,10988,326-640,CNH INDUSTRIAL AMERICA LLC DBA CNH AMERICA,RACINE,WI,A,,,,,,,,,,,,,as260723.txt
5305-01-522-9506,5305,015229506,"SCREW,ASSEMBLED WASHER",06660,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,03956,1900474-21,NORTHROP GRUMMAN SYSTEMS CORPORATION,CHARLOTTESVILLE,VA,A,,,,,,,,,,,,,as260723.txt
5305-01-522-9506,5305,015229506,"SCREW,ASSEMBLED WASHER",06660,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,03956,1983698-1 ITEM # 14,NORTHROP GRUMMAN SYSTEMS CORPORATION,CHARLOTTESVILLE,VA,A,,,,,,,,,,,,,as260723.txt
5305-01-522-9506,5305,015229506,"SCREW,ASSEMBLED WASHER",06660,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,51506,114054PP.625SSGF11,ACCURATE SCREW MACHINE CORP DIV ACCURATE SCREW MACHINE CORPORATION,FAIRFIELD,NJ,A,,,,,,,,,,,,,as260723.txt
5305-01-528-2132,5305,015282132,"SCREW ASSEMBLY,PANEL",33044,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,04939,79717254-004,LOCKHEED MARTIN CORPORATION,ORLANDO,FL,A,,,,,,,,,,,,,as260723.txt
5305-01-528-2132,5305,015282132,"SCREW ASSEMBLY,PANEL",33044,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,6QQA3,79717254-004,"SQUARE DEAL MACHINING, INC. DBA SQUARE DEAL MACHINING INC",MARATHON,NY,A,"SQUARE DEAL MACHINING, INC.",DANIELLE BROWN,dbrown@squaredealinc.com,6078493502,www.squaredealinc.com,f,f,f,,,,,as260723.txt
5305-01-554-4744,5305,015544744,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,39428,95327A829,MCMASTER-CARR SUPPLY CO,ELMHURST,IL,A,,,,,,,,,,,,,as260723.txt
5305-01-575-3824,5305,015753824,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,64678,23-09436-100,DAIMLER TRUCK NORTH AMERICA LLC,PORTLAND,OR,A,,,,,,,,,,,,,as260723.txt
5305-01-578-6991,5305,015786991,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,3D6E9,E75504106,"MERITOR INDUSTRIAL PRODUCTS, LLC",TROY,MI,A,,,,,,,,,,,,,as260723.txt
5305-01-578-6991,5305,015786991,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,A242N,21693131,VOLVO LASTVAGNAR AKTIEBOLAG,GOTEBORG,,A,,,,,,,,,,,,,as260723.txt
5305-01-578-6991,5305,015786991,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,F6573,7421693131,ARQUUS,VERSAILLES,,A,,,,,,,,,,,,,as260723.txt
5305-01-578-6991,5305,015786991,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,F6869,E75504106,MERITOR INDUSTRIAL PRODUCTS SAINT-ETIENNE,SAINT-ETIENNE,,A,,,,,,,,,,,,,as260723.txt
5305-01-579-9521,5305,015799521,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,64678,23-09433-075,DAIMLER TRUCK NORTH AMERICA LLC,PORTLAND,OR,A,,,,,,,,,,,,,as260723.txt
5305-01-603-8640,5305,016038640,"SCREW,CLOSE TOLERANCE",29294,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,97499,120-225C3T27B,BELL TEXTRON INC,FORT WORTH,TX,A,,,,,,,,,,,,,as260723.txt
5305-01-611-2817,5305,016112817,SETSCREW,06672,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0JKF0,1315/0303Z,JCB INC.,POOLER,GA,A,,,,,,,,,,,,,as260723.txt
5305-01-611-9721,5305,016119721,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,3922576,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
5305-01-611-9721,5305,016119721,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,96151,16294-169,EATON CORPORATION DIV EATON FLUID POWER,EDEN PRAIRIE,MN,A,,,,,,,,,,,,,as260723.txt
5305-01-615-8444,5305,016158444,"SCREW,CAP,HEXAGON HEAD",18257,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,13446,2314H031,PERKINS ENGINES INC,MOSSVILLE,IL,A,,,,,,,,,,,,,as260723.txt
5305-01-620-5379,5305,016205379,"SCREW,EXTERNALLY RELIEVED BODY",01852,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,51506,114115-1.000-SS-12,ACCURATE SCREW MACHINE CORP DIV ACCURATE SCREW MACHINE CORPORATION,FAIRFIELD,NJ,A,,,,,,,,,,,,,as260723.txt
5305-01-626-7987,5305,016267987,"SCREW,MACHINE",06657,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,39428,91773A624,MCMASTER-CARR SUPPLY CO,ELMHURST,IL,A,,,,,,,,,,,,,as260723.txt
